State Name,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Other,Grand Total,total-charging-stations,Charging_Station_Share (%),Chargers per 1k EVs,EV_per_Station
Jharkhand,36728,29313.0,6292,1443.0,329.0,10.0,14.0,20.0,175.0,129056,198.0,19.08724630078395,6.745091606765616,3860.2188247127774
Andhra Pradesh,52699,98544.0,3976,1867.0,321.0,47.0,17.0,3.0,399.0,90048,181.0,22.834886069891464,5.507515527517399,3560.4501916691474
Delhi,27687,6824.0,6907,950.0,985.0,15.0,16.0,12.0,295.0,235458,42.0,5.74399998393552,1.1112980010121387,2466.2380270025164
West Bengal,34654,58326.0,2998,1179.0,903.0,33.0,25.0,34.0,396.0,120660,185.0,24.85961658609071,4.638840123403058,4194.367661621629
West Bengal,2087,43697.0,6237,1905.0,979.0,14.0,6.0,25.0,182.0,71913,5.0,18.54705856997443,1.3243471995498841,7242.003245954304
Haryana,27423,59532.0,7733,1685.0,32.0,0.0,1.0,39.0,304.0,65215,172.0,17.49140135388301,5.067898787363759,1629.4873308453136
Karnataka,10544,10655.0,2230,1207.0,356.0,30.0,24.0,9.0,363.0,267049,39.0,17.653986313786614,6.680619746102736,4349.339495851078
Rajasthan,52616,18228.0,3958,1851.0,870.0,43.0,28.0,2.0,52.0,217350,27.0,15.926438972583957,3.0493739934744983,7922.10228451723
Andhra Pradesh,48232,43622.0,6901,1662.0,650.0,21.0,6.0,10.0,272.0,271992,66.0,7.994729218444401,6.811570990650761,6739.622723843344
Haryana,17252,14161.0,7735,1571.0,178.0,48.0,25.0,36.0,261.0,175195,151.0,8.44564574533372,6.818217559254146,7648.578640196012
Haryana,40098,119529.0,4293,504.0,614.0,38.0,6.0,24.0,201.0,192880,245.0,15.278813892422928,6.664182971013514,6270.603625976676
Gujarat,24835,77744.0,2265,125.0,942.0,4.0,5.0,32.0,435.0,208042,215.0,18.784127112826,1.9195912317795691,7653.623397860113
Haryana,41633,49373.0,3126,986.0,776.0,0.0,26.0,22.0,192.0,45063,40.0,6.763118130275499,3.579735999242801,1502.5611828364085
Uttarakhand,40742,87858.0,6494,1944.0,985.0,24.0,8.0,13.0,494.0,167392,55.0,23.775915101649563,5.329349533519165,7421.980726161037
Punjab,55476,20990.0,695,1514.0,98.0,26.0,10.0,3.0,51.0,236921,122.0,8.558006337441624,5.262564817467776,917.0165568901904
Jharkhand,49029,6550.0,7445,1508.0,843.0,23.0,19.0,32.0,146.0,281483,285.0,9.445032170426163,2.1025169858042108,5229.598672367025
Andhra Pradesh,41891,57247.0,3238,1784.0,499.0,5.0,18.0,25.0,381.0,135471,238.0,14.005415223931571,6.214717440546318,5604.435595930978
Jharkhand,30453,84663.0,5197,1659.0,91.0,23.0,28.0,21.0,378.0,154570,191.0,18.483729277448663,3.97576141786862,202.8890024055409
Tamil Nadu,59531,65005.0,458,1299.0,848.0,15.0,21.0,8.0,296.0,265251,285.0,18.71997280635835,5.1108824720473,1237.0713029160313
Uttar Pradesh,15988,35528.0,2781,1921.0,115.0,14.0,23.0,21.0,5.0,268683,146.0,22.317003901172196,2.8476116149735797,3118.541379614385
Karnataka,32664,9390.0,1427,1492.0,938.0,0.0,10.0,35.0,234.0,81065,253.0,4.65804989230194,6.201035324676761,6928.215980240167
Uttarakhand,9102,40070.0,7537,1423.0,128.0,43.0,26.0,24.0,275.0,294268,140.0,16.63364949746983,1.2140256642816496,3008.2635087341605
Chhattisgarh,1468,1477.0,3901,1508.0,807.0,38.0,10.0,11.0,403.0,110656,278.0,8.950529373893051,5.177250195792247,1721.751227649545
Chhattisgarh,30968,86401.0,4483,1149.0,769.0,36.0,7.0,13.0,243.0,57873,242.0,3.8650769363778097,0.6488813254148389,6125.863185206763
Kerala,4512,9207.0,868,788.0,493.0,46.0,27.0,24.0,212.0,94231,153.0,11.352141902832349,5.259654512265565,1908.0789676409886
Tamil Nadu,5760,49460.0,7718,401.0,441.0,34.0,12.0,23.0,15.0,266953,6.0,11.027636146963964,3.9104907543412177,492.72166050151117
Telangana,9017,5268.0,3940,867.0,409.0,1.0,27.0,2.0,229.0,56100,148.0,9.748417599778524,0.43488514739725437,7592.170480118103
Maharashtra,56774,101107.0,3744,843.0,273.0,38.0,22.0,12.0,329.0,111716,219.0,16.18659622954513,3.8347074436253688,6820.124866354143
Tamil Nadu,8378,104583.0,4094,789.0,186.0,8.0,26.0,9.0,58.0,76233,191.0,7.933294268519994,4.149786372065924,417.5358215700019
Karnataka,43115,15050.0,3033,834.0,812.0,17.0,8.0,3.0,86.0,199647,277.0,1.0468903135401486,6.010517847068951,4900.726828453443
Odisha,29726,54975.0,2350,1154.0,327.0,1.0,15.0,28.0,490.0,109364,172.0,21.27271127888,2.025892505879425,7585.338532058984
Rajasthan,29417,105768.0,6232,1308.0,191.0,15.0,26.0,39.0,198.0,292278,267.0,1.6921967613701947,1.3050129600410691,6325.79054364213
Telangana,21131,80341.0,721,1299.0,405.0,14.0,3.0,30.0,325.0,267859,157.0,3.3569384759641014,3.4624310299851295,4384.5236313560035
Punjab,45989,87176.0,1249,502.0,982.0,42.0,4.0,27.0,225.0,75602,157.0,22.230642289654316,0.8997845177082984,1826.1318035498848
Haryana,46829,34707.0,7952,116.0,680.0,47.0,11.0,10.0,12.0,294033,38.0,3.128620869912027,1.0189701514807008,6738.502167554106
Kerala,26352,117956.0,4737,101.0,29.0,42.0,20.0,24.0,290.0,54099,160.0,6.599714861752952,1.825478220650621,2731.4659234181036
Telangana,13430,87751.0,4704,1233.0,641.0,1.0,18.0,20.0,391.0,84759,103.0,15.18475832546319,1.8824303698833347,5359.489304672476
Uttarakhand,19668,115288.0,7437,832.0,888.0,36.0,7.0,13.0,315.0,203223,158.0,9.215419736567172,2.6016056346955723,5962.922286937013
Jharkhand,35216,56459.0,5895,1646.0,397.0,5.0,21.0,24.0,439.0,1784,31.0,14.954735589406972,6.773626877432112,5262.78617464304
West Bengal,3969,57249.0,1400,168.0,800.0,20.0,27.0,16.0,382.0,297736,86.0,21.74852848776619,2.2889313623407945,3259.798455823919
Rajasthan,7720,22264.0,2919,586.0,522.0,15.0,14.0,11.0,321.0,287131,95.0,8.590334674357095,5.662483888551729,5255.72039204873
Chhattisgarh,16561,101722.0,5134,116.0,873.0,4.0,24.0,32.0,432.0,119414,262.0,7.982244326215171,0.19762863328036812,7015.816545799859
Assam,20831,91293.0,726,583.0,100.0,23.0,7.0,5.0,108.0,176520,179.0,15.5299345445082,5.881679011871533,3354.40234057969
Uttar Pradesh,56815,62801.0,4381,1955.0,161.0,15.0,12.0,39.0,67.0,285538,145.0,20.5985070060859,3.6828709310801027,372.87465555395636
Gujarat,37197,62493.0,4620,1156.0,380.0,10.0,15.0,22.0,127.0,220677,99.0,24.149443465584337,4.33160416244436,4263.029755522913
Karnataka,11945,67318.0,4334,536.0,889.0,7.0,27.0,31.0,19.0,180304,63.0,14.112532348101343,2.7437081131867074,2089.9339230585706
Maharashtra,59546,53581.0,6017,1206.0,290.0,17.0,24.0,4.0,117.0,30027,55.0,2.049132789340492,5.135707936785487,1475.6400772050204
Uttar Pradesh,18986,56039.0,7962,1579.0,368.0,29.0,28.0,10.0,263.0,134607,234.0,10.116144261256464,2.766854481598799,3166.0782217590204
Odisha,58768,9285.0,2313,96.0,292.0,11.0,16.0,26.0,302.0,252923,102.0,13.993554600312807,4.9438930861327535,5508.984450320855
West Bengal,4542,59357.0,3113,276.0,812.0,21.0,17.0,22.0,435.0,238156,104.0,14.06123161015532,3.2516082734292393,2276.65112552022
Madhya Pradesh,55843,61922.0,657,626.0,37.0,19.0,14.0,16.0,455.0,226149,22.0,24.912702840299566,1.463856199065038,3229.424159353983
Bihar,42992,43993.0,7477,1378.0,241.0,30.0,14.0,10.0,2.0,16247,167.0,13.918811174895556,4.472592536874871,1611.0368233430524
Rajasthan,5222,77007.0,1975,330.0,793.0,40.0,1.0,6.0,201.0,197368,68.0,14.943875989917629,0.5514462276787233,6505.18130474074
Odisha,9889,77416.0,2922,733.0,807.0,19.0,19.0,25.0,391.0,198723,72.0,14.915507099513826,2.372947828945512,2020.0831215705014
Andhra Pradesh,57329,76498.0,7637,503.0,688.0,47.0,3.0,39.0,314.0,189531,263.0,19.44635394977107,5.568668318701952,1885.823279789312
West Bengal,27198,88340.0,7213,1385.0,171.0,43.0,6.0,13.0,241.0,23580,84.0,4.064587140423834,1.3953817218440667,2812.486354869771
Uttarakhand,41875,67998.0,6270,801.0,765.0,4.0,4.0,31.0,160.0,106790,102.0,18.668727736788263,3.38462820631483,762.0572880374935
Kerala,33402,104324.0,2580,804.0,849.0,25.0,21.0,10.0,17.0,209792,134.0,18.118433115542288,5.358439235246399,3269.027265612174
Rajasthan,46617,41142.0,7869,68.0,144.0,48.0,7.0,7.0,3.0,103025,295.0,0.7499354269768701,2.2122630141458384,6310.787354347547
Gujarat,19204,7417.0,4154,669.0,888.0,41.0,11.0,13.0,498.0,191817,40.0,3.142610933105856,1.0432076270843895,7177.904278730769
West Bengal,31012,54099.0,724,1770.0,9.0,31.0,3.0,18.0,421.0,25924,107.0,16.118755328477597,1.9147204176095696,2585.371025671075
Madhya Pradesh,14911,90903.0,975,312.0,843.0,33.0,14.0,34.0,368.0,102990,296.0,8.009097987096366,0.8366004045783472,7692.154629098918
Haryana,11086,78463.0,103,699.0,321.0,32.0,5.0,38.0,107.0,54030,129.0,4.747829528873941,3.0673348439669965,7313.556248360214
Kerala,12438,72798.0,3448,1230.0,961.0,37.0,29.0,37.0,240.0,293623,166.0,24.49611041379753,0.7089119446790354,7719.397729166027
Haryana,6487,52327.0,3618,701.0,675.0,29.0,12.0,17.0,318.0,164956,187.0,7.016746537733027,6.745396881174226,7538.038347347425
Chhattisgarh,15019,3615.0,1905,15.0,388.0,15.0,0.0,13.0,152.0,269128,161.0,5.863273628265474,1.0028316133411235,538.2208469204512
Delhi,18244,92388.0,6583,735.0,732.0,49.0,9.0,14.0,437.0,281955,286.0,6.286632239309656,0.24671212170520213,5977.0600261629115
Rajasthan,21743,93305.0,3730,721.0,224.0,28.0,19.0,20.0,64.0,145312,208.0,22.185640530246435,4.282188248005926,2519.7599357724716
Karnataka,52900,27524.0,2810,421.0,838.0,16.0,9.0,39.0,495.0,49099,86.0,24.21671270518807,5.639932340671909,3398.573824610121
Maharashtra,37502,5934.0,7796,1761.0,613.0,0.0,29.0,23.0,38.0,62819,44.0,23.948940441114328,1.7308238548614203,7220.188374142675
Rajasthan,41283,49695.0,6546,1679.0,543.0,17.0,17.0,10.0,334.0,218206,202.0,5.004397288012982,4.677469983036074,7348.0403030182015
Tamil Nadu,49765,63729.0,1795,729.0,133.0,18.0,1.0,5.0,357.0,14534,253.0,9.96042226288531,5.748555483293146,3411.2548559932025
Punjab,53325,109834.0,3943,1600.0,529.0,21.0,12.0,37.0,1.0,157577,71.0,8.208581374775429,4.269370940447246,1727.5778121982887
Haryana,10369,28124.0,6644,1315.0,925.0,14.0,4.0,15.0,213.0,50695,40.0,14.9369730284414,5.587714026877159,6544.112696261313
Delhi,36201,25306.0,7275,1124.0,248.0,30.0,17.0,27.0,202.0,13170,123.0,8.425325250891131,4.948035451816552,5855.13858659599
Maharashtra,14392,79636.0,5713,1326.0,72.0,30.0,5.0,14.0,443.0,33246,8.0,7.614254933794244,6.940174340227686,2484.4483437525973
Madhya Pradesh,59925,118720.0,5579,525.0,498.0,25.0,16.0,34.0,222.0,220790,60.0,18.18981418959084,1.4413876430827177,4242.976402882029
Andhra Pradesh,44400,71757.0,6638,1336.0,406.0,31.0,2.0,23.0,195.0,90071,262.0,20.11906656138096,2.8248836017645416,1254.3686497548995
Andhra Pradesh,44115,18015.0,2515,668.0,140.0,12.0,11.0,39.0,478.0,251673,223.0,22.154205019906705,6.813633486290253,3613.6147760107715
Delhi,42510,99477.0,2485,1264.0,246.0,39.0,23.0,29.0,44.0,223932,113.0,13.502740639136693,4.659414746822528,7160.880069900474
Uttar Pradesh,16138,30224.0,1855,1302.0,627.0,5.0,29.0,25.0,232.0,223630,197.0,5.138699021051515,2.620190896992357,4852.798452667027
Rajasthan,18347,84675.0,7753,581.0,670.0,26.0,22.0,29.0,456.0,70862,14.0,8.141447302579259,6.187888712949246,872.5065867406009
Telangana,22437,47866.0,7298,1629.0,406.0,25.0,2.0,35.0,390.0,28496,295.0,13.732237563669312,4.028934225440727,7227.372511184479
Bihar,53545,109566.0,7248,951.0,314.0,32.0,0.0,13.0,143.0,275055,64.0,19.484519323154363,3.3699345442280615,502.6184035262769
Telangana,13443,35211.0,1739,1190.0,588.0,28.0,8.0,28.0,347.0,59424,48.0,21.54030377329581,3.3644954378472467,2666.856568431453
Rajasthan,4457,15980.0,1616,1476.0,361.0,12.0,8.0,17.0,415.0,161432,46.0,4.029569253154972,1.6769709141070894,243.4967507546206
Chhattisgarh,58771,99354.0,4720,156.0,221.0,26.0,1.0,12.0,97.0,92835,289.0,1.4702809212221633,5.6160337872710295,675.4996881486297
Chhattisgarh,24768,2921.0,7175,531.0,585.0,18.0,25.0,26.0,133.0,227562,96.0,0.8636613226964409,5.8514248385578735,1161.6981674861945
Haryana,19682,61298.0,6380,1904.0,8.0,25.0,20.0,8.0,311.0,290699,296.0,18.66748903687598,0.5781838325151348,1714.1650749002401
Kerala,22661,24979.0,3277,545.0,904.0,1.0,29.0,32.0,106.0,284572,264.0,9.04872789613461,5.877767485094277,2737.631681683543
Uttarakhand,46752,54771.0,2432,1901.0,240.0,6.0,22.0,16.0,336.0,46503,162.0,22.40756408925278,3.286699619217728,1504.6896766860211
Gujarat,35034,31445.0,5301,926.0,309.0,42.0,28.0,31.0,484.0,155839,30.0,13.70012656143217,5.089628234953454,6404.325667913428
Delhi,30669,61643.0,5933,1743.0,616.0,1.0,26.0,29.0,281.0,240330,262.0,0.5565439717102025,3.895549644654004,3878.700693070214
Bihar,31130,100859.0,5796,1581.0,523.0,46.0,19.0,17.0,365.0,226643,102.0,12.654990380878456,2.9935701378481006,3661.817530851618
Odisha,43386,90345.0,6650,123.0,366.0,36.0,25.0,31.0,285.0,110381,181.0,12.165318534981216,2.783709356053752,3042.918547052773
Chhattisgarh,30888,13860.0,4075,1589.0,129.0,30.0,23.0,35.0,143.0,122620,134.0,12.960039871025634,3.5406162203301377,1230.557138031488
Andhra Pradesh,37831,52517.0,5615,338.0,988.0,23.0,29.0,6.0,286.0,77250,23.0,5.602239879030592,5.95908853077713,3370.2591910753445
Kerala,50015,108270.0,4339,832.0,125.0,36.0,24.0,16.0,464.0,78529,192.0,22.35664136395997,1.7397672015279606,7127.725716937751
Telangana,26096,12156.0,1517,563.0,513.0,48.0,12.0,7.0,198.0,132578,270.0,6.400372286918607,1.169369245525482,4417.295726338435
Rajasthan,53334,43605.0,2241,1309.0,470.0,9.0,9.0,15.0,230.0,7486,263.0,24.168334581693312,4.810020996113146,6633.7881087844935
Madhya Pradesh,3160,52631.0,4817,59.0,346.0,30.0,27.0,16.0,444.0,279302,80.0,17.825409632609027,3.4748879919360784,4526.518388190253
Maharashtra,27525,78907.0,4081,429.0,311.0,12.0,18.0,5.0,298.0,145031,157.0,1.1942832445853517,0.16612819744043028,7852.797928913965
Telangana,27061,116866.0,1527,656.0,195.0,8.0,15.0,24.0,88.0,81097,239.0,5.850353905287897,1.6847732267114497,4348.672321431537
Assam,44929,39593.0,1652,458.0,232.0,34.0,12.0,38.0,256.0,75122,289.0,6.4077837812849845,6.964317055958238,1688.2958279333973
Kerala,34929,83498.0,3771,1411.0,690.0,41.0,19.0,36.0,2.0,258146,251.0,11.887129983504607,3.2707259066240497,1042.4273266101868
Delhi,30010,90928.0,4289,1015.0,311.0,29.0,29.0,6.0,474.0,251968,95.0,24.78081803369808,0.40371140029644004,5974.7917144453295
Uttarakhand,16674,8796.0,2960,1561.0,36.0,36.0,11.0,15.0,73.0,184073,163.0,19.871428398523623,0.437048716871023,3925.091259640159
Maharashtra,28827,15196.0,3639,1838.0,99.0,44.0,21.0,8.0,52.0,85635,187.0,23.80145851861911,2.1991325303735567,783.3625486844483
Telangana,55281,44186.0,3122,1391.0,102.0,30.0,21.0,0.0,405.0,140894,105.0,13.556454868022309,3.1084824839232783,7706.013193384768
Andhra Pradesh,46892,94550.0,3547,1419.0,706.0,21.0,24.0,32.0,83.0,78927,234.0,19.880222470313953,4.961481033752927,3962.2686517145694
Punjab,32520,4883.0,3512,1909.0,26.0,29.0,22.0,15.0,420.0,97565,146.0,16.653315968875553,5.1316280008640405,4385.799915508055
Uttarakhand,48548,7620.0,785,299.0,214.0,15.0,14.0,9.0,383.0,151263,43.0,12.932648219517516,5.346364222782548,4832.606045601432
Tamil Nadu,54415,111720.0,6393,321.0,204.0,23.0,24.0,26.0,446.0,73814,97.0,16.119670238876033,4.72323244112476,7102.336917836176
Tamil Nadu,35265,92979.0,6622,662.0,28.0,38.0,21.0,21.0,425.0,190481,267.0,13.869153730435603,3.8212670329328553,3981.1407462390275
Uttarakhand,5533,19010.0,2044,416.0,733.0,36.0,15.0,25.0,32.0,202886,143.0,21.475486482459168,2.5942019764667057,5064.026133614437
Delhi,29022,63435.0,6538,1033.0,78.0,13.0,19.0,33.0,140.0,87652,223.0,8.80358538661027,2.6459098445779503,4499.047460314877
Odisha,21905,91569.0,2824,809.0,417.0,35.0,9.0,21.0,193.0,37740,145.0,10.947028765287515,3.2764784995521965,804.3118338193401
Uttarakhand,27365,111229.0,1713,1081.0,825.0,29.0,19.0,25.0,71.0,62252,93.0,11.657909846617773,5.909802381911877,2055.834506682163
Karnataka,19953,38136.0,7129,224.0,362.0,36.0,22.0,4.0,439.0,139539,208.0,16.324569536551405,1.2897701585876713,5121.852259850746
Karnataka,55169,48197.0,2836,500.0,276.0,16.0,25.0,23.0,458.0,115232,146.0,22.79777754733259,0.41533398539409894,2694.0997050629135
Haryana,41023,31146.0,1395,105.0,799.0,10.0,6.0,20.0,307.0,179887,11.0,19.826770698281553,5.655638784757648,6831.198347643149
West Bengal,29034,74566.0,386,1492.0,181.0,38.0,24.0,28.0,442.0,228259,175.0,15.055999568305355,0.5641952436238122,3317.338568368575
Punjab,46516,26530.0,4990,1296.0,667.0,23.0,1.0,9.0,356.0,69405,77.0,19.709087046184546,1.1459730347933246,6869.723729401001
Gujarat,50535,28201.0,313,373.0,650.0,42.0,19.0,11.0,488.0,115370,215.0,0.5585044154049637,2.2590441928652836,4329.942528540466
Bihar,56491,7275.0,4929,1991.0,74.0,37.0,8.0,31.0,496.0,80588,14.0,14.413867867385594,5.818858693329237,5577.377510535869
Uttarakhand,13010,38249.0,2967,538.0,610.0,19.0,7.0,35.0,444.0,88579,282.0,18.603705138228623,6.916927957244458,1244.958164978639
Rajasthan,35218,21343.0,4622,1379.0,380.0,3.0,23.0,23.0,248.0,221087,74.0,12.327019890751462,1.7166957847678637,2698.2864363787025
Madhya Pradesh,49204,22277.0,2180,834.0,810.0,36.0,17.0,20.0,111.0,248089,49.0,23.679658557688942,1.0337683875378363,6305.962502159312
Madhya Pradesh,14638,114982.0,1402,641.0,570.0,3.0,5.0,22.0,475.0,155262,157.0,19.022386415927127,2.687743206054049,2552.51461238852
Maharashtra,48026,106509.0,7849,336.0,501.0,36.0,17.0,31.0,337.0,230494,207.0,1.5023332398071565,5.101162160379,4431.739095816891
Maharashtra,31678,83299.0,6562,221.0,630.0,30.0,4.0,23.0,336.0,124663,129.0,8.189462551561679,2.789027472725834,5816.735034109243
Kerala,49004,62723.0,6225,723.0,690.0,31.0,11.0,18.0,45.0,296999,131.0,9.184209762569848,0.18876193147125483,2552.9154062097437
Maharashtra,31490,83987.0,2825,180.0,754.0,46.0,16.0,24.0,37.0,239753,212.0,6.656512773699275,5.198527950680713,2747.9383683632827
Punjab,58583,38711.0,7939,666.0,796.0,26.0,20.0,9.0,109.0,207407,139.0,8.014166885369306,2.2614478421870987,104.16868232597213
West Bengal,33739,97017.0,618,33.0,216.0,49.0,25.0,21.0,269.0,209945,279.0,7.164831894503277,4.973182477732027,6068.034156255536
Assam,38879,75094.0,5030,829.0,323.0,28.0,5.0,15.0,94.0,126816,212.0,3.9057293762624754,5.1309661135914135,7405.753464824681
Uttarakhand,29717,91559.0,7718,1049.0,41.0,30.0,19.0,37.0,454.0,195429,299.0,23.896991539475465,6.186917705889823,3689.1882879871346
Kerala,52736,31620.0,4075,281.0,638.0,40.0,19.0,28.0,263.0,103862,125.0,9.49675868240632,6.350456958051982,3394.0687480903016
Rajasthan,5256,6975.0,735,141.0,246.0,38.0,18.0,21.0,450.0,85754,130.0,12.283743792207577,3.2345832281326463,3073.6523056850224
Telangana,58587,87884.0,2627,1756.0,656.0,8.0,14.0,37.0,432.0,266753,155.0,8.008223683130876,2.6561764305686566,3571.91209512178
Gujarat,40163,50697.0,6923,313.0,703.0,2.0,0.0,34.0,121.0,12228,209.0,7.170242850261246,1.8045673485928202,3036.4672562964975
Uttarakhand,6732,58811.0,5629,192.0,923.0,30.0,10.0,19.0,124.0,195367,157.0,17.39380945174133,4.604526466745223,7712.355411942855
Kerala,50157,92948.0,6498,1422.0,182.0,45.0,29.0,12.0,177.0,275923,207.0,3.0840517993591847,4.15685241056115,2552.910569664598
Jharkhand,42996,73112.0,7030,1069.0,618.0,19.0,29.0,26.0,381.0,29364,148.0,14.123562825183914,2.828399994261287,7361.184021538272
Assam,12643,52479.0,1300,1402.0,851.0,41.0,9.0,30.0,46.0,58415,195.0,15.472187089746056,1.173691471666882,4810.092083439697
Maharashtra,7703,16390.0,1821,120.0,962.0,44.0,17.0,18.0,445.0,52245,29.0,23.56962567826997,3.854191802664735,893.5223918610814
West Bengal,41913,112669.0,3803,879.0,83.0,47.0,18.0,19.0,216.0,118067,202.0,23.41847287688141,5.516128681729762,5424.672089318561
Haryana,21497,67802.0,4257,593.0,180.0,34.0,26.0,15.0,84.0,59675,268.0,2.4315101025369223,1.875315098880197,4381.6323723410615
Karnataka,5816,70041.0,1993,648.0,260.0,18.0,4.0,5.0,222.0,126316,289.0,16.684159868194975,3.8530661999446347,1560.796261360744
Andhra Pradesh,10668,88173.0,5302,1012.0,49.0,11.0,19.0,28.0,198.0,72077,245.0,11.360607270103902,5.477218947511461,3786.944676751644
Madhya Pradesh,10520,117237.0,5620,381.0,895.0,27.0,15.0,6.0,252.0,243829,196.0,22.265009144043223,2.021113299856931,6255.0080116545405
Jharkhand,34350,76959.0,4207,1205.0,715.0,33.0,4.0,33.0,388.0,131602,292.0,19.148564833516215,5.021075276440303,5280.885456912594
Uttar Pradesh,46517,106200.0,1836,1917.0,951.0,18.0,9.0,3.0,68.0,299856,225.0,9.259920196944305,6.314815985493343,3456.6236866726613
Assam,32957,30340.0,3999,696.0,436.0,44.0,7.0,4.0,407.0,197830,292.0,22.993692695883865,4.516689868836169,3987.2965352055435
Uttar Pradesh,57529,66191.0,2258,1562.0,920.0,45.0,28.0,2.0,333.0,14217,41.0,18.69133850215281,6.906773708909957,1475.2540371936977
Bihar,49598,113031.0,3885,1015.0,637.0,46.0,24.0,34.0,453.0,172578,202.0,20.345435144428105,5.824137598622465,7228.03763294337
Chhattisgarh,25987,31633.0,5204,761.0,745.0,28.0,18.0,32.0,437.0,99665,37.0,23.031255942326684,1.982694333837301,5406.45549407382
Uttarakhand,26851,4345.0,238,48.0,550.0,26.0,1.0,39.0,235.0,171501,249.0,14.033922202068583,5.286631096349179,3528.07915021484
Assam,18924,108258.0,7596,1890.0,104.0,18.0,16.0,26.0,250.0,203440,276.0,8.794759425308069,0.5647567477291069,5059.399724009028
Gujarat,9285,33075.0,6000,243.0,191.0,5.0,19.0,38.0,459.0,251396,294.0,15.353762507276253,0.272442921190474,7489.977808205675
Chhattisgarh,48507,114414.0,2714,216.0,128.0,46.0,14.0,25.0,200.0,77750,57.0,2.7090751586840027,3.820451391967619,3519.7241383703376
Kerala,27632,6303.0,2074,357.0,875.0,45.0,4.0,9.0,278.0,113839,211.0,17.648142013850077,6.395327042636798,3127.8322295303115
Madhya Pradesh,24578,46021.0,7011,1457.0,658.0,37.0,3.0,11.0,153.0,174215,194.0,12.508193344752454,5.137026247099939,4061.6606914480903
Andhra Pradesh,30834,89925.0,6648,210.0,851.0,19.0,18.0,34.0,361.0,197719,12.0,17.54044843008819,6.251270342742678,3824.8179069764055
Delhi,51647,77770.0,1286,217.0,430.0,33.0,11.0,24.0,354.0,248287,221.0,3.9028286128705094,5.148895692032906,4326.140111922949
Gujarat,52844,34183.0,7289,323.0,876.0,11.0,8.0,24.0,432.0,191635,119.0,12.9864272814437,6.244988652247545,2273.843661044734
Punjab,14404,13424.0,6424,1359.0,293.0,45.0,4.0,26.0,454.0,252514,74.0,9.30720677986491,4.52894631251119,7304.904138483973
West Bengal,38127,93599.0,4888,425.0,721.0,15.0,21.0,15.0,382.0,78615,37.0,17.86627916925153,3.635779017178008,2193.6258713852594
West Bengal,30144,20479.0,4661,1802.0,335.0,16.0,6.0,17.0,442.0,159189,251.0,14.01428642808617,6.59025550103642,6100.375542898596
West Bengal,27397,62134.0,898,305.0,616.0,15.0,28.0,4.0,488.0,168055,63.0,18.06499841363465,2.1253680653672204,5339.496570910692
Kerala,33006,58086.0,3005,1326.0,151.0,14.0,15.0,30.0,106.0,51787,281.0,17.776067216296244,1.618648622817731,6502.893982064426
Gujarat,47168,90128.0,3193,954.0,189.0,0.0,27.0,27.0,344.0,159673,214.0,18.310900861403866,5.448917421652229,1570.4253373447493
Kerala,42733,74741.0,7265,1948.0,441.0,6.0,18.0,33.0,230.0,195240,208.0,10.483328556621775,2.1287410369006947,5594.183967625566
Telangana,54201,69913.0,521,221.0,903.0,29.0,10.0,34.0,486.0,72494,266.0,1.925504674716376,1.30260464230041,3643.654035017174
Maharashtra,17892,104669.0,4528,1507.0,137.0,47.0,5.0,19.0,175.0,67560,151.0,22.4606113643547,5.265842198495156,6399.8144193714625
Uttarakhand,15784,110654.0,331,1142.0,366.0,49.0,4.0,22.0,242.0,201968,134.0,17.039639361662086,0.16927412557838184,2594.94233340745
Gujarat,38951,42903.0,6601,779.0,711.0,30.0,13.0,10.0,218.0,293210,116.0,6.340152681602138,3.21353110446409,6961.523864411561
Madhya Pradesh,44053,91475.0,1784,254.0,378.0,6.0,12.0,0.0,351.0,122157,280.0,21.87303756012425,6.848955269136957,2613.81639246029
Madhya Pradesh,58586,35927.0,2560,448.0,352.0,4.0,14.0,10.0,333.0,100356,297.0,1.8223859819527146,2.9085553312504775,4715.172093038868
Tamil Nadu,49148,55969.0,936,1464.0,182.0,10.0,25.0,8.0,362.0,99365,262.0,2.6739596272103543,3.945716333136493,4190.753006211895
Tamil Nadu,53242,65312.0,5291,43.0,89.0,7.0,1.0,38.0,142.0,6294,224.0,15.08005178376527,1.6159945175331254,3038.2577980976816
Jharkhand,27588,76013.0,1797,839.0,866.0,9.0,8.0,22.0,227.0,86657,291.0,17.07789199620348,1.3876921690743242,4172.163851117572
Bihar,22873,28675.0,560,1409.0,104.0,15.0,0.0,13.0,99.0,222275,286.0,0.5313018104723537,2.320939134047073,7543.9221919640995
Madhya Pradesh,9170,117127.0,4778,844.0,125.0,26.0,27.0,5.0,291.0,257908,211.0,17.292938515594305,1.1245351102441692,5987.256887063419
Chhattisgarh,30199,17912.0,3511,40.0,512.0,45.0,9.0,33.0,21.0,273638,264.0,2.530228499407234,0.3334055176684289,7412.8819005808955
Punjab,57043,114475.0,1416,1865.0,118.0,7.0,28.0,6.0,65.0,48577,296.0,16.80264793690347,4.939083586378784,1792.5699140406125
Telangana,1880,94376.0,7866,125.0,991.0,36.0,8.0,1.0,196.0,193349,40.0,17.362722059402465,2.812811217354691,2974.7434401191704
